Date,Open,High,Low,Close,Adj Close,Volume
2023-04-26,103220.0,103668.0,102233.0,102312.0,102312.0,10115500
2023-04-27,102310.0,103177.0,101975.0,102923.0,102923.0,11302800
2023-04-28,102923.0,104432.0,102449.0,104432.0,104432.0,13080900
2023-05-02,104431.0,104447.0,101569.0,101927.0,101927.0,12018000
2023-05-03,101927.0,102331.0,101433.0,101797.0,101797.0,11688200
2023-05-04,101798.0,103321.0,101063.0,102174.0,102174.0,14837300
2023-05-05,102175.0,105306.0,102175.0,105148.0,105148.0,16699500
2023-05-08,105161.0,106716.0,105161.0,106042.0,106042.0,13259200
2023-05-09,106028.0,107731.0,105549.0,107114.0,107114.0,13526600
2023-05-10,107114.0,107744.0,106538.0,107448.0,107448.0,13576900
2023-05-11,107446.0,108667.0,106419.0,108256.0,108256.0,12772100
2023-05-12,108256.0,108817.0,107497.0,108464.0,108464.0,0
2023-05-15,108469.0,109271.0,108356.0,109029.0,109029.0,11603200
2023-05-16,109029.0,110151.0,108085.0,108194.0,108194.0,16897300
2023-05-17,108194.0,109774.0,108188.0,109460.0,109460.0,13993000
2023-05-18,109459.0,110206.0,108864.0,110108.0,110108.0,13613100
2023-05-19,110113.0,111211.0,109787.0,110745.0,110745.0,16135800
2023-05-22,110745.0,111643.0,110178.0,110213.0,110213.0,11769400
2023-05-23,110213.0,111325.0,109713.0,109929.0,109929.0,12334800
2023-05-24,109920.0,109920.0,108546.0,108800.0,108800.0,12980200
2023-05-25,108800.0,111115.0,108800.0,110054.0,110054.0,14745300
2023-05-26,110058.0,111706.0,109900.0,110906.0,110906.0,11019700
2023-05-29,110906.0,111168.0,110195.0,110333.0,110333.0,5913000
2023-05-30,110333.0,111291.0,108552.0,108967.0,108967.0,11588000
2023-05-31,108967.0,109137.0,108193.0,108335.0,108335.0,15861100
2023-06-01,108339.0,110745.0,108335.0,110565.0,110565.0,14669000
2023-06-02,110568.0,113070.0,110567.0,112558.0,112558.0,14545800
2023-06-05,112558.0,113071.0,111736.0,112696.0,112696.0,9078800
2023-06-06,112697.0,114783.0,112696.0,114610.0,114610.0,15025400
2023-06-07,114610.0,115978.0,114610.0,115488.0,115488.0,14017100
2023-06-09,115489.0,117603.0,115489.0,117019.0,117019.0,13527100
2023-06-12,117022.0,117735.0,116704.0,117336.0,117336.0,12016200
2023-06-13,117337.0,117924.0,116363.0,116743.0,116743.0,12392200
2023-06-14,116753.0,119085.0,116745.0,119069.0,119069.0,16938600
2023-06-15,119068.0,119686.0,118693.0,119221.0,119221.0,12298000
2023-06-16,119208.0,119555.0,118487.0,118758.0,118758.0,15251700
2023-06-19,118757.0,119939.0,118558.0,119858.0,119858.0,6776300
2023-06-20,119858.0,119858.0,118416.0,119622.0,119622.0,10924200
2023-06-21,119623.0,120519.0,119332.0,120420.0,120420.0,11736700
2023-06-22,120420.0,120420.0,118018.0,118934.0,118934.0,11831500
2023-06-23,118959.0,119386.0,118178.0,118977.0,118977.0,12845400
2023-06-26,118977.0,119148.0,117491.0,118243.0,118243.0,10456600
2023-06-27,118246.0,119212.0,116561.0,117523.0,117523.0,13077000
2023-06-28,117524.0,117937.0,116560.0,116681.0,116681.0,10646300
2023-06-29,116683.0,118623.0,116683.0,118383.0,118383.0,11055300
2023-06-30,118388.0,119447.0,118087.0,118087.0,118087.0,0
2023-07-03,118092.0,119877.0,118092.0,119673.0,119673.0,8907500
2023-07-04,119673.0,119678.0,118830.0,119076.0,119076.0,6555200
2023-07-05,119072.0,120200.0,118688.0,119549.0,119549.0,10959000
2023-07-06,119548.0,119548.0,117096.0,117426.0,117426.0,11025700
2023-07-07,117427.0,119549.0,117427.0,118898.0,118898.0,10521000
2023-07-10,118897.0,118897.0,117814.0,117942.0,117942.0,8104000
2023-07-11,117942.0,117942.0,115704.0,117220.0,117220.0,10592500
2023-07-12,117557.0,119156.0,117557.0,117666.0,117666.0,8941200
2023-07-13,117671.0,119739.0,117668.0,119264.0,119264.0,9257600
2023-07-14,119268.0,119329.0,117526.0,117711.0,117711.0,8980000
2023-07-17,117711.0,118302.0,116591.0,118219.0,118219.0,8201900
2023-07-18,118218.0,118732.0,117324.0,117841.0,117841.0,8584800
2023-07-19,117842.0,118011.0,116660.0,117552.0,117552.0,9728700
2023-07-20,117558.0,118290.0,117484.0,118083.0,118083.0,8986400
2023-07-21,118090.0,120373.0,118086.0,120217.0,120217.0,11181500
2023-07-24,120220.0,121772.0,120099.0,121342.0,121342.0,10494800
2023-07-25,121344.0,123010.0,121344.0,122008.0,122008.0,11427100
2023-07-26,122003.0,122747.0,121370.0,122560.0,122560.0,9988800
2023-07-27,122560.0,122599.0,119825.0,119990.0,119990.0,10678700
2023-07-28,120002.0,120660.0,119706.0,120187.0,120187.0,8464200
2023-07-31,120188.0,122149.0,120188.0,121943.0,121943.0,10122700
2023-08-01,121945.0,121945.0,120154.0,121248.0,121248.0,10302800
2023-08-02,121249.0,121252.0,119798.0,120859.0,120859.0,10565900
2023-08-03,120859.0,122619.0,120365.0,120586.0,120586.0,13027300
2023-08-04,120586.0,121442.0,119215.0,119508.0,119508.0,15065200
2023-08-07,119509.0,120104.0,118894.0,119380.0,119380.0,8726500
2023-08-08,119378.0,119553.0,117492.0,119090.0,119090.0,10246000
2023-08-09,119090.0,119090.0,117901.0,118409.0,118409.0,11245600
2023-08-10,118412.0,119438.0,118113.0,118350.0,118350.0,12689600
2023-08-11,118350.0,119054.0,117415.0,118065.0,118065.0,11867500
2023-08-14,118067.0,118082.0,116530.0,116810.0,116810.0,11203500
2023-08-15,116809.0,117697.0,116033.0,116171.0,116171.0,14636000
2023-08-16,116171.0,117338.0,115534.0,115592.0,115592.0,18862600
2023-08-17,115592.0,116610.0,114859.0,114982.0,114982.0,12747500
2023-08-18,114973.0,115729.0,114423.0,115409.0,115409.0,10601000
2023-08-21,115404.0,115425.0,114067.0,114429.0,114429.0,9794400
2023-08-22,114433.0,116286.0,114433.0,116156.0,116156.0,9828500
2023-08-23,116160.0,118135.0,116159.0,118135.0,118135.0,11542800
2023-08-24,118135.0,118136.0,116848.0,117026.0,117026.0,9196200
2023-08-25,117025.0,117252.0,115397.0,115837.0,115837.0,9214100
2023-08-28,115838.0,117253.0,115836.0,117121.0,117121.0,9596900
2023-08-29,117124.0,118493.0,117124.0,118404.0,118404.0,9631600
2023-08-30,118404.0,118841.0,117471.0,117535.0,117535.0,8924000
2023-08-31,117537.0,117637.0,115742.0,115742.0,115742.0,12950000
2023-09-01,115744.0,117991.0,115744.0,117893.0,117893.0,11890700
2023-09-04,117893.0,118576.0,117590.0,117777.0,117777.0,5529700
2023-09-05,117776.0,117957.0,116637.0,117331.0,117331.0,10870700
2023-09-06,117331.0,117971.0,115984.0,115985.0,115985.0,9916100
2023-09-08,115979.0,115979.0,114839.0,115313.0,115313.0,8360700
2023-09-11,115316.0,117131.0,115316.0,116883.0,116883.0,8789000
2023-09-12,116885.0,118154.0,116885.0,117968.0,117968.0,9192800
2023-09-13,117968.0,119318.0,117722.0,118176.0,118176.0,12075300
2023-09-14,118181.0,119748.0,118181.0,119392.0,119392.0,13279300
2023-09-15,119393.0,119780.0,118666.0,118758.0,118758.0,16107600
2023-09-18,118759.0,119486.0,118123.0,118288.0,118288.0,11273100
2023-09-19,118293.0,118458.0,117628.0,117846.0,117846.0,11453800
2023-09-20,117864.0,119616.0,117847.0,118695.0,118695.0,9238800
2023-09-21,118695.0,118695.0,116013.0,116145.0,116145.0,12685800
2023-09-22,116147.0,116968.0,115855.0,116009.0,116009.0,9443500
2023-09-25,116009.0,116031.0,115573.0,115925.0,115925.0,9580000
2023-09-26,115922.0,115922.0,114162.0,114193.0,114193.0,11241800
2023-09-27,114194.0,115340.0,113366.0,114327.0,114327.0,13359300
2023-09-28,114875.0,115954.0,114811.0,115731.0,115731.0,10387000
2023-09-29,115742.0,116899.0,115742.0,116565.0,116565.0,11143200
2023-10-02,116565.0,116672.0,114761.0,115057.0,115057.0,8524900
2023-10-03,115055.0,115056.0,113151.0,113419.0,113419.0,11104800
2023-10-04,113430.0,114075.0,113036.0,113607.0,113607.0,10813800
2023-10-05,113609.0,114359.0,112705.0,113284.0,113284.0,9507200
2023-10-06,113283.0,114491.0,111599.0,114170.0,114170.0,13138200
2023-10-09,114169.0,115219.0,113448.0,115156.0,115156.0,9474400
2023-10-10,115158.0,116900.0,115158.0,116737.0,116737.0,11621500
2023-10-11,116737.0,117099.0,116231.0,117051.0,117051.0,9949800
2023-10-13,117050.0,117070.0,115658.0,115754.0,115754.0,10609300
2023-10-16,115760.0,116905.0,115760.0,116534.0,116534.0,8989900
2023-10-17,116526.0,116917.0,115564.0,115908.0,115908.0,10371700
2023-10-18,115907.0,115907.0,113952.0,114060.0,114060.0,15492200
2023-10-19,114059.0,115063.0,113768.0,114004.0,114004.0,11497600
2023-10-20,113996.0,114090.0,112533.0,113155.0,113155.0,0
2023-10-23,113145.0,113680.0,112164.0,112785.0,112785.0,10701800
2023-10-24,112814.0,114249.0,112814.0,113762.0,113762.0,10711800
2023-10-25,113762.0,114319.0,112680.0,112830.0,112830.0,12306500
2023-10-26,112840.0,114886.0,112840.0,114777.0,114777.0,12770600
2023-10-27,114777.0,115342.0,112953.0,113301.0,113301.0,12289500
2023-10-30,113303.0,114204.0,112309.0,112532.0,112532.0,9741800
2023-10-31,112534.0,113597.0,112098.0,113144.0,113144.0,10557400
2023-11-01,113157.0,115433.0,113157.0,115053.0,115053.0,13904100
2023-11-03,115062.0,118502.0,115062.0,118160.0,118160.0,15714000
2023-11-06,118160.0,118758.0,118045.0,118487.0,118487.0,10167700
2023-11-07,118422.0,119577.0,118026.0,119268.0,119268.0,16393100
2023-11-08,119268.0,119976.0,118464.0,119099.0,119099.0,15193500
2023-11-09,119180.0,120257.0,118446.0,119012.0,119012.0,15568300
2023-11-10,119036.0,120823.0,119036.0,120636.0,120636.0,0
2023-11-13,120561.0,120606.0,119878.0,120376.0,120376.0,11198000
2023-11-14,120411.0,123370.0,120411.0,123328.0,123328.0,19427900
2023-11-16,123165.0,124737.0,123165.0,124576.0,124576.0,18355600
2023-11-17,124639.0,125431.0,124547.0,125062.0,125062.0,15719100
2023-11-20,124773.0,126162.0,124773.0,126095.0,126095.0,11108500
2023-11-21,125957.0,125957.0,125060.0,125607.0,125607.0,10793500
2023-11-22,125626.0,126875.0,125439.0,126035.0,126035.0,14058500
2023-11-23,126035.0,126760.0,125764.0,126576.0,126576.0,7816400
2023-11-24,126553.0,126553.0,125341.0,125542.0,125542.0,9613100
2023-11-27,125517.0,125826.0,124840.0,125683.0,125683.0,11013800
2023-11-28,125726.0,126916.0,125388.0,126538.0,126538.0,12394200
2023-11-29,126541.0,127388.0,126018.0,126101.0,126101.0,12417500
2023-11-30,126168.0,127399.0,126168.0,127331.0,127331.0,19238400
2023-12-01,127331.0,128165.0,126656.0,128103.0,128103.0,13696500
2023-12-04,128183.0,128183.0,126643.0,126803.0,126803.0,10270500
2023-12-05,126802.0,127489.0,126491.0,126903.0,126903.0,11960300
2023-12-06,126907.0,127538.0,125614.0,125623.0,125623.0,10837300
2023-12-07,125623.0,126581.0,125566.0,126010.0,126010.0,10505300
2023-12-08,126010.0,127289.0,125562.0,127094.0,127094.0,10745300
2023-12-11,127093.0,127154.0,126526.0,126916.0,126916.0,7091900
2023-12-12,126923.0,127359.0,126013.0,126403.0,126403.0,10266500
2023-12-13,126406.0,129793.0,126299.0,129465.0,129465.0,15066200
2023-12-14,129469.0,131260.0,129469.0,130842.0,130842.0,15822800
2023-12-15,130842.0,131661.0,129884.0,130197.0,130197.0,15141000
2023-12-18,130202.0,131447.0,130198.0,131084.0,131084.0,9604400
2023-12-19,131088.0,132047.0,131086.0,131851.0,131851.0,9429700
2023-12-20,131851.0,132341.0,130710.0,130804.0,130804.0,10335800
2023-12-21,130826.0,132277.0,130822.0,132182.0,132182.0,8681000
2023-12-22,132553.0,133035.0,132094.0,132753.0,132753.0,8231100
2023-12-26,132753.0,133645.0,132753.0,133533.0,133533.0,0
2023-12-27,133523.0,134195.0,133328.0,134194.0,134194.0,6168200
2023-12-28,134194.0,134392.0,133832.0,134185.0,134185.0,7812700
2024-01-02,134186.0,134195.0,132095.0,132697.0,132697.0,8437800
2024-01-03,132697.0,133576.0,132250.0,132834.0,132834.0,8702400
2024-01-04,132831.0,132885.0,131024.0,131226.0,131226.0,8972300
2024-01-05,131218.0,132635.0,130579.0,132023.0,132023.0,9199700
2024-01-08,132023.0,132498.0,131015.0,132427.0,132427.0,8497500
2024-01-09,132424.0,132426.0,131203.0,131447.0,131447.0,9287500
2024-01-10,131447.0,131628.0,130438.0,130841.0,130841.0,8958400
2024-01-11,130841.0,131308.0,129898.0,130649.0,130649.0,9761700
2024-01-12,130652.0,131927.0,130410.0,130988.0,130988.0,10661900
2024-01-15,130988.0,131606.0,130253.0,131521.0,131521.0,5746600
